"Jahr","AlterLang","AlterSort","GeschlechtLang","GeschlechtSort","ErwerbstatusLang","ErwerbstatusSort","WgtFreq","LowerCLWgtFreq","UpperCLWgtFreq","RowPercent","RowLowerCL","RowUpperCL"
"2017/2018","Total",0,"Maenner",1,"Rentner*innen",9,21400,19700,23100,12.3497993759757,11.390314786904,13.3092839650473
"2017/2018","Total",0,"Maenner",1,"Andere Nichterwerbspersonen",10,4200,3100,5400,2.44536906505594,1.79134749559319,3.09939063451868
"2017/2018","Total",0,"Frauen",2,"Total",0,176900,172300,181500,100,_,_
"2017/2018","Total",0,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,45500,42600,48400,25.7287538268568,24.2814425106883,27.1760651430253
"2017/2018","Total",0,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,37200,34900,39500,21.0242281455619,19.7816620921414,22.2667941989824
"2017/2018","Total",0,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,16400,14700,18200,9.30062765438011,8.35801633958915,10.243238969171
"2017/2018","Total",0,"Frauen",2,"Selbstständige",4,10400,9200,11600,5.87155138202319,5.2020558485508,6.54104691549559
"2017/2018","Total",0,"Frauen",2,"Lehrlinge",5,2900,2300,3600,1.65287147715521,1.28454885706502,2.0211940972454
"2017/2018","Total",0,"Frauen",2,"Erwerbslose",6,6000,4900,7100,3.38164358957595,2.77236807950725,3.99091909964465
"2017/2018","Total",0,"Frauen",2,"In Ausbildung",7,8300,6900,9600,4.66566111523101,3.90228345227322,5.42903877818879
"2017/2018","Total",0,"Frauen",2,"Haushaltsführende Personen",8,8500,7200,9700,4.78556632286571,4.07645705258543,5.49467559314599
"2017/2018","Total",0,"Frauen",2,"Rentner*innen",9,37200,34800,39700,21.049808745333,19.7747515353845,22.3248659552815
"2017/2018","Total",0,"Frauen",2,"Andere Nichterwerbspersonen",10,4500,3600,5400,2.53928774101694,2.03815188545665,3.04042359657724
"2017/2018","15-24 Jahre",1,"Total",0,"Total",0,34700,31900,37400,100,_,_
"2017/2018","15-24 Jahre",1,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,8800,7200,10400,25.5026102627201,21.6213422334841,29.3838782919561
"2017/2018","15-24 Jahre",1,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,2400,1700,3100,6.94948537299908,5.07598190313584,8.82298884286231
"2017/2018","15-24 Jahre",1,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,4200,3000,5300,12.0575746521672,8.97265194134537,15.1424973629891
"2017/2018","15-24 Jahre",1,"Total",0,"Selbstständige",4,200,0,400,0.65621928270964,0.12024931025528,1.192189255164
"2017/2018","15-24 Jahre",1,"Total",0,"Lehrlinge",5,5400,4600,6300,15.6476557152389,13.2297856589809,18.0655257714968
"2017/2018","15-24 Jahre",1,"Total",0,"Erwerbslose",6,1600,1100,2100,4.6261890495974,3.17366323091795,6.07871486827685
"2017/2018","15-24 Jahre",1,"Total",0,"In Ausbildung",7,11000,9400,12600,31.6588148511537,27.8045660927647,35.5130636095427
"2017/2018","15-24 Jahre",1,"Total",0,"Haushaltsführende Personen",8,100,0,300,0.42810987439258,0,0.90394491435531
"2017/2018","15-24 Jahre",1,"Total",0,"Rentner*innen",9,100,0,200,0.20495106831169,0,0.60624351293809
"2017/2018","15-24 Jahre",1,"Total",0,"Andere Nichterwerbspersonen",10,800,400,1100,2.26838987070957,1.30000552972042,3.23677421169872
"2017/2018","15-24 Jahre",1,"Maenner",1,"Total",0,17000,15100,18900,100,_,_
"2017/2018","15-24 Jahre",1,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,5000,3900,6100,29.4369955719863,24.155794578891,34.7181965650817
"2017/2018","15-24 Jahre",1,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,1000,500,1400,5.71170984386654,3.10081668228701,8.32260300544608
"2017/2018","15-24 Jahre",1,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1800,1100,2500,10.6354712503947,6.87581681435691,14.3951256864325
"2017/2018","15-24 Jahre",1,"Maenner",1,"Selbstständige",4,200,0,300,1.00075971995613,0.0148233964087,1.98669604350355
"2017/2018","15-24 Jahre",1,"Maenner",1,"Lehrlinge",5,2800,2200,3500,16.7435903367965,13.2482314145368,20.2389492590562
"2017/2018","15-24 Jahre",1,"Maenner",1,"Erwerbslose",6,1000,600,1500,6.0994645819818,3.58495779318592,8.61397137077768
"2017/2018","15-24 Jahre",1,"Maenner",1,"In Ausbildung",7,4500,3500,5500,26.4766922195396,21.3935049638113,31.5598794752679
"2017/2018","15-24 Jahre",1,"Maenner",1,"Haushaltsführende Personen",8,0,0,100,0.13298422905555,0,0.39374836227766
"2017/2018","15-24 Jahre",1,"Maenner",1,"Rentner*innen",9,100,0,200,0.41808284907214,0,1.23554775087482
"2017/2018","15-24 Jahre",1,"Maenner",1,"Andere Nichterwerbspersonen",10,600,300,900,3.34424939735051,1.57548104054761,5.1130177541534
"2017/2018","15-24 Jahre",1,"Frauen",2,"Total",0,17700,15600,19800,100,_,_
"2017/2018","15-24 Jahre",1,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,3800,2700,5000,21.7192398549524,16.020523641804,27.4179560681008
"2017/2018","15-24 Jahre",1,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,1400,1000,1900,8.13975092664218,5.44332770011124,10.8361741531731
"2017/2018","15-24 Jahre",1,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,2400,1400,3300,13.4250929565845,8.59430928767952,18.2558766254894
"2017/2018","15-24 Jahre",1,"Frauen",2,"Selbstständige",4,100,0,100,0.32490346280565,0,0.77597452190429
"2017/2018","15-24 Jahre",1,"Frauen",2,"Lehrlinge",5,2600,2000,3200,14.5937867394972,11.2597906872327,17.9277827917617
"2017/2018","15-24 Jahre",1,"Frauen",2,"Erwerbslose",6,600,300,800,3.20946277253865,1.73568621788938,4.68323932718791
"2017/2018","15-24 Jahre",1,"Frauen",2,"In Ausbildung",7,6500,5200,7700,36.6420302387509,30.8805494890498,42.403510988452
"2017/2018","15-24 Jahre",1,"Frauen",2,"Haushaltsführende Personen",8,100,0,300,0.71190760780516,0,1.61021590304266
"2017/2018","15-24 Jahre",1,"Frauen",2,"Rentner*innen",9,,,,,,
"2017/2018","15-24 Jahre",1,"Frauen",2,"Andere Nichterwerbspersonen",10,200,100,400,1.23382544042314,0.40751969642517,2.06013118442112
"2017/2018","25-39 Jahre",2,"Total",0,"Total",0,129200,124200,134300,100,_,_
"2017/2018","25-39 Jahre",2,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,75700,71700,79600,58.5343876269664,56.37968792444,60.6890873294928
"2017/2018","25-39 Jahre",2,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,24700,22400,27000,19.089519453521,17.4410054674058,20.7380334396362
"2017/2018","25-39 Jahre",2,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,7600,6300,8800,5.84563381938443,4.86683025117991,6.82443738758896
"2017/2018","25-39 Jahre",2,"Total",0,"Selbstständige",4,6500,5400,7600,5.00011854005571,4.16687555017092,5.8333615299405
"2017/2018","25-39 Jahre",2,"Total",0,"Lehrlinge",5,500,100,800,0.36128347195241,0.09954248017452,0.6230244637303
"2017/2018","25-39 Jahre",2,"Total",0,"Erwerbslose",6,5100,3400,6800,3.97042305709954,2.70681489596391,5.23403121823516
"2017/2018","25-39 Jahre",2,"Total",0,"In Ausbildung",7,2900,2100,3700,2.26518671980145,1.65914111735954,2.87123232224336
"2017/2018","25-39 Jahre",2,"Total",0,"Haushaltsführende Personen",8,4200,3200,5300,3.26485716033044,2.47693285583256,4.05278146482833
"2017/2018","25-39 Jahre",2,"Total",0,"Rentner*innen",9,200,0,400,0.13037630330125,0,0.31145717660942
"2017/2018","25-39 Jahre",2,"Total",0,"Andere Nichterwerbspersonen",10,2000,1200,2800,1.53821384758725,0.90672556141664,2.16970213375787
"2017/2018","25-39 Jahre",2,"Maenner",1,"Total",0,69000,64900,73100,100,_,_
"2017/2018","25-39 Jahre",2,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,48500,45200,51800,70.3006543441254,67.2853814557223,73.3159272325285
"2017/2018","25-39 Jahre",2,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,8400,7000,9900,12.2320845184592,10.2537098708449,14.2104591660735
"2017/2018","25-39 Jahre",2,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,2700,1800,3600,3.90864910706604,2.64946467737229,5.16783353675978
"2017/2018","25-39 Jahre",2,"Maenner",1,"Selbstständige",4,3900,3000,4700,5.60636679767957,4.36790792635502,6.84482566900412
"2017/2018","25-39 Jahre",2,"Maenner",1,"Lehrlinge",5,100,0,300,0.17684230411551,0,0.45648424873084
"2017/2018","25-39 Jahre",2,"Maenner",1,"Erwerbslose",6,2500,1100,4000,3.6335679609731,1.59091820419599,5.67621771775022
"2017/2018","25-39 Jahre",2,"Maenner",1,"In Ausbildung",7,1500,900,2000,2.11643503368875,1.30374088897175,2.92912917840576
"2017/2018","25-39 Jahre",2,"Maenner",1,"Haushaltsführende Personen",8,100,0,300,0.18428357374596,0,0.38067866429947
"2017/2018","25-39 Jahre",2,"Maenner",1,"Rentner*innen",9,,,,,,
"2017/2018","25-39 Jahre",2,"Maenner",1,"Andere Nichterwerbspersonen",10,1300,600,2000,1.84111636014634,0.824315481919,2.85791723837369
"2017/2018","25-39 Jahre",2,"Frauen",2,"Total",0,60200,56800,63700,100,_,_
"2017/2018","25-39 Jahre",2,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,27100,24800,29500,45.0587575978309,42.0908281054718,48.02668709019
"2017/2018","25-39 Jahre",2,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,16200,14400,18000,26.9431792723147,24.3178385554803,29.5685199891491
"2017/2018","25-39 Jahre",2,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,4900,3900,5800,8.0640170995483,6.54188691703556,9.58614728206104
"2017/2018","25-39 Jahre",2,"Frauen",2,"Selbstständige",4,2600,1900,3300,4.30579659224254,3.21723029173043,5.39436289275464
"2017/2018","25-39 Jahre",2,"Frauen",2,"Lehrlinge",5,300,100,600,0.57251962694175,0.11165989455049,1.033379359333
"2017/2018","25-39 Jahre",2,"Frauen",2,"Erwerbslose",6,2600,1800,3500,4.35621531882082,2.97861795510839,5.73381268253325
"2017/2018","25-39 Jahre",2,"Frauen",2,"In Ausbildung",7,1500,900,2000,2.43554854623714,1.52818127311999,3.34291581935429
"2017/2018","25-39 Jahre",2,"Frauen",2,"Haushaltsführende Personen",8,4100,3100,5100,6.79296602682423,5.15688662884894,8.42904542479951
"2017/2018","25-39 Jahre",2,"Frauen",2,"Rentner*innen",9,200,0,400,0.27969323364857,0,0.66774973308798
"2017/2018","25-39 Jahre",2,"Frauen",2,"Andere Nichterwerbspersonen",10,700,300,1100,1.1913066855909,0.50143178926418,1.88118158191761
"2017/2018","40-54 Jahre",3,"Total",0,"Total",0,91000,87700,94400,100,_,_
"2017/2018","40-54 Jahre",3,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,37800,35500,40100,41.5323273764134,39.5051481169209,43.559506635906
"2017/2018","40-54 Jahre",3,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,21100,19500,22700,23.1415461433976,21.5006927650776,24.7823995217176
"2017/2018","40-54 Jahre",3,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,6900,5900,7900,7.57320814412232,6.47581178068677,8.67060450755788
"2017/2018","40-54 Jahre",3,"Total",0,"Selbstständige",4,12200,10800,13500,13.3804936964272,11.9871035423939,14.7738838504606
"2017/2018","40-54 Jahre",3,"Total",0,"Lehrlinge",5,,,,,,
"2017/2018","40-54 Jahre",3,"Total",0,"Erwerbslose",6,4300,3500,5200,4.7707574682871,3.81869828907747,5.72281664749674
"2017/2018","40-54 Jahre",3,"Total",0,"In Ausbildung",7,400,100,700,0.46524033734363,0.15200523203275,0.77847544265451
"2017/2018","40-54 Jahre",3,"Total",0,"Haushaltsführende Personen",8,3100,2300,3800,3.35751531103918,2.57235360214926,4.1426770199291
"2017/2018","40-54 Jahre",3,"Total",0,"Rentner*innen",9,1700,1100,2400,1.89304449881864,1.16639232166651,2.61969667597078
"2017/2018","40-54 Jahre",3,"Total",0,"Andere Nichterwerbspersonen",10,3500,2600,4500,3.8858670241507,2.86617451010329,4.90555953819811
"2017/2018","40-54 Jahre",3,"Maenner",1,"Total",0,47200,44500,49900,100,_,_
"2017/2018","40-54 Jahre",3,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,26900,24900,28800,56.9670028270717,53.9496279372674,59.9843777168761
"2017/2018","40-54 Jahre",3,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,6100,5200,7100,12.9719665636355,11.0417538355757,14.9021792916953
"2017/2018","40-54 Jahre",3,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1000,700,1400,2.2102236574034,1.39981558707593,3.02063172773087
"2017/2018","40-54 Jahre",3,"Maenner",1,"Selbstständige",4,7700,6600,8800,16.2493819684085,14.0891305269951,18.409633409822
"2017/2018","40-54 Jahre",3,"Maenner",1,"Lehrlinge",5,,,,,,
"2017/2018","40-54 Jahre",3,"Maenner",1,"Erwerbslose",6,2300,1600,3000,4.83071285362519,3.35412281894063,6.30730288830975
"2017/2018","40-54 Jahre",3,"Maenner",1,"In Ausbildung",7,100,0,300,0.27650563857864,0,0.65982051173605
"2017/2018","40-54 Jahre",3,"Maenner",1,"Haushaltsführende Personen",8,400,0,800,0.94775022224705,0.10088004961187,1.79462039488223
"2017/2018","40-54 Jahre",3,"Maenner",1,"Rentner*innen",9,800,300,1400,1.79771143566282,0.71441640190765,2.881006469418
"2017/2018","40-54 Jahre",3,"Maenner",1,"Andere Nichterwerbspersonen",10,1800,1000,2500,3.74874483336696,2.14667252586301,5.35081714087091
"2017/2018","40-54 Jahre",3,"Frauen",2,"Total",0,43800,41500,46200,100,_,_
"2017/2018","40-54 Jahre",3,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,10900,9700,12200,24.9209971412063,22.4471432915933,27.3948509908194
"2017/2018","40-54 Jahre",3,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,14900,13600,16300,34.0863985500896,31.4990817065749,36.6737153936043
"2017/2018","40-54 Jahre",3,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,5900,4900,6800,13.345037078263,11.3151091018921,15.3749650546339
"2017/2018","40-54 Jahre",3,"Frauen",2,"Selbstständige",4,4500,3700,5300,10.2928971579615,8.58400521086279,12.0017891050604
"2017/2018","40-54 Jahre",3,"Frauen",2,"Lehrlinge",5,,,,,,
"2017/2018","40-54 Jahre",3,"Frauen",2,"Erwerbslose",6,2100,1500,2600,4.70623141405202,3.53106826364752,5.88139456445652
"2017/2018","40-54 Jahre",3,"Frauen",2,"In Ausbildung",7,300,100,500,0.66836313173279,0.16583994093757,1.17088632252802
"2017/2018","40-54 Jahre",3,"Frauen",2,"Haushaltsführende Personen",8,2600,2000,3200,5.9509876394445,4.60870788281031,7.29326739607869
"2017/2018","40-54 Jahre",3,"Frauen",2,"Rentner*innen",9,900,400,1300,1.99564523049439,1.03781682181662,2.95347363917215
"2017/2018","40-54 Jahre",3,"Frauen",2,"Andere Nichterwerbspersonen",10,1800,1200,2300,4.0334426567557,2.80355278507483,5.26333252843656
"2017/2018","55-64 Jahre",4,"Total",0,"Total",0,37700,35500,39900,100,_,_
"2017/2018","55-64 Jahre",4,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,10800,9800,11800,28.6635127083821,26.1336520072167,31.1933734095475
"2017/2018","55-64 Jahre",4,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,6800,5900,7600,17.9452211106994,15.7902608342794,20.1001813871193
"2017/2018","55-64 Jahre",4,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,2600,2000,3100,6.85004158489535,5.4450449888868,8.2550381809039
"2017/2018","55-64 Jahre",4,"Total",0,"Selbstständige",4,6200,5200,7100,16.3825073644804,14.1006940112973,18.6643207176635
"2017/2018","55-64 Jahre",4,"Total",0,"Lehrlinge",5,,,,,,
"2017/2018","55-64 Jahre",4,"Total",0,"Erwerbslose",6,1400,900,1900,3.65165193372475,2.38258390141595,4.92071996603355
"2017/2018","55-64 Jahre",4,"Total",0,"In Ausbildung",7,100,0,300,0.3250656940034,0,0.75225933780658
"2017/2018","55-64 Jahre",4,"Total",0,"Haushaltsführende Personen",8,1500,1100,2000,4.09053606884972,2.90760110000698,5.27347103769247
"2017/2018","55-64 Jahre",4,"Total",0,"Rentner*innen",9,6100,4900,7300,16.1158661853097,13.3366003520103,18.8951320186091
"2017/2018","55-64 Jahre",4,"Total",0,"Andere Nichterwerbspersonen",10,2300,1600,2900,5.97559734965499,4.32899016235417,7.6222045369558
"2017/2018","55-64 Jahre",4,"Maenner",1,"Total",0,17600,16100,19100,100,_,_
"2017/2018","55-64 Jahre",4,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,7300,6400,8200,41.5387466120217,37.3974228972333,45.6800703268102
"2017/2018","55-64 Jahre",4,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,2300,1800,2900,13.319982413189,10.3898628873286,16.2501019390493
"2017/2018","55-64 Jahre",4,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,500,300,800,2.96129448294135,1.50427580867823,4.41831315720447
"2017/2018","55-64 Jahre",4,"Maenner",1,"Selbstständige",4,4000,3200,4700,22.5289280732439,18.6975671622232,26.3602889842646
"2017/2018","55-64 Jahre",4,"Maenner",1,"Lehrlinge",5,,,,,,
"2017/2018","55-64 Jahre",4,"Maenner",1,"Erwerbslose",6,700,300,1000,3.70019802110407,1.88842242669593,5.5119736155122
"2017/2018","55-64 Jahre",4,"Maenner",1,"In Ausbildung",7,100,0,300,0.59623182731751,0,1.48866559218185
"2017/2018","55-64 Jahre",4,"Maenner",1,"Haushaltsführende Personen",8,100,0,300,0.73885738497697,0.05597585464491,1.42173891530904
"2017/2018","55-64 Jahre",4,"Maenner",1,"Rentner*innen",9,1900,1400,2500,11.0146518130434,8.05035004628029,13.9789535798066
"2017/2018","55-64 Jahre",4,"Maenner",1,"Andere Nichterwerbspersonen",10,600,300,1000,3.60110937216185,1.61718945101459,5.58502929330911
"2017/2018","55-64 Jahre",4,"Frauen",2,"Total",0,20100,18400,21800,100,_,_
"2017/2018","55-64 Jahre",4,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,3500,2900,4100,17.4049829671458,14.6157604082328,20.1942055260587
"2017/2018","55-64 Jahre",4,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,4400,3800,5100,21.9896825803677,18.8412239382114,25.1381412225239
"2017/2018","55-64 Jahre",4,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,2100,1600,2500,10.2504904801281,7.95423675428785,12.5467442059684
"2017/2018","55-64 Jahre",4,"Frauen",2,"Selbstständige",4,2200,1700,2700,11.0078741058021,8.51311013007688,13.5026380815274
"2017/2018","55-64 Jahre",4,"Frauen",2,"Lehrlinge",5,,,,,,
"2017/2018","55-64 Jahre",4,"Frauen",2,"Erwerbslose",6,700,400,1100,3.60920163164316,1.83475098378405,5.38365227950227
"2017/2018","55-64 Jahre",4,"Frauen",2,"In Ausbildung",7,0,0,100,0.08794907153412,0,0.26036864922711
"2017/2018","55-64 Jahre",4,"Frauen",2,"Haushaltsführende Personen",8,1400,1000,1900,7.02135460215668,4.91062601307826,9.1320831912351
"2017/2018","55-64 Jahre",4,"Frauen",2,"Rentner*innen",9,4100,3100,5200,20.5765365044988,16.194646395408,24.9584266135895
"2017/2018","55-64 Jahre",4,"Frauen",2,"Andere Nichterwerbspersonen",10,1600,1100,2200,8.05192805672334,5.51074875972732,10.5931073537193
"2017/2018","65 Jahre und älter",5,"Total",0,"Total",0,57700,55000,60300,100,_,_
"2017/2018","65 Jahre und älter",5,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,300,200,500,0.56999056883148,0.26922278633861,0.87075835132436
"2017/2018","65 Jahre und älter",5,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,400,200,600,0.66614305497573,0.35691911490008,0.97536699505139
"2017/2018","65 Jahre und älter",5,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,2000,1600,2500,3.48624500424801,2.69581081088588,4.27667919761013
"2017/2018","65 Jahre und älter",5,"Total",0,"Selbstständige",4,3900,3300,4500,6.76463659208201,5.67348315850319,7.85579002566083
"2017/2018","65 Jahre und älter",5,"Total",0,"Lehrlinge",5,,,,,,
"2017/2018","65 Jahre und älter",5,"Total",0,"Erwerbslose",6,,,,,,
"2017/2018","65 Jahre und älter",5,"Total",0,"In Ausbildung",7,,,,,,
"2017/2018","65 Jahre und älter",5,"Total",0,"Haushaltsführende Personen",8,300,100,400,0.4423831948171,0.20401777011696,0.68074861951724
"2017/2018","65 Jahre und älter",5,"Total",0,"Rentner*innen",9,50600,48100,53100,87.7813915235603,86.3636597235467,89.1991233235739
"2017/2018","65 Jahre und älter",5,"Total",0,"Andere Nichterwerbspersonen",10,200,0,300,0.28921006148532,0.07032932956455,0.50809079340609
"2017/2018","65 Jahre und älter",5,"Maenner",1,"Total",0,22700,21000,24300,100,_,_
"2017/2018","65 Jahre und älter",5,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,200,100,400,1.03254475138633,0.38788153395325,1.67720796881941
"2017/2018","65 Jahre und älter",5,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,200,100,400,1.05022844842579,0.42954260565748,1.67091429119411
"2017/2018","65 Jahre und älter",5,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,700,400,1000,3.10480679466744,1.85186976694624,4.35774382238865
"2017/2018","65 Jahre und älter",5,"Maenner",1,"Selbstständige",4,2900,2300,3400,12.7714008976726,10.473801824823,15.0689999705222
"2017/2018","65 Jahre und älter",5,"Maenner",1,"Lehrlinge",5,,,,,,
"2017/2018","65 Jahre und älter",5,"Maenner",1,"Erwerbslose",6,,,,,,
"2017/2018","65 Jahre und älter",5,"Maenner",1,"In Ausbildung",7,,,,,,
"2017/2018","65 Jahre und älter",5,"Maenner",1,"Haushaltsführende Personen",8,0,0,100,0.1372700448068,0,0.32998160101771
"2017/2018","65 Jahre und älter",5,"Maenner",1,"Rentner*innen",9,18600,17100,20100,81.9037490630409,79.2364404650479,84.571057661034
"2017/2018","65 Jahre und älter",5,"Maenner",1,"Andere Nichterwerbspersonen",10,,,,,,
"2017/2018","65 Jahre und älter",5,"Frauen",2,"Total",0,35000,32800,37200,100,_,_
"2017/2018","65 Jahre und älter",5,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,100,0,200,0.27040752219903,0.00459426403336,0.5362207803647
"2017/2018","65 Jahre und älter",5,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,100,0,300,0.41738198724255,0.1050349969158,0.7297289775693
"2017/2018","65 Jahre und älter",5,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,1300,900,1700,3.73329156708959,2.71368810350313,4.75289503067605
"2017/2018","65 Jahre und älter",5,"Frauen",2,"Selbstständige",4,1000,700,1300,2.87422803252138,1.9270140976176,3.82144196742515
"2017/2018","65 Jahre und älter",5,"Frauen",2,"Lehrlinge",5,,,,,,
"2017/2018","65 Jahre und älter",5,"Frauen",2,"Erwerbslose",6,,,,,,
"2017/2018","65 Jahre und älter",5,"Frauen",2,"In Ausbildung",7,,,,,,
"2017/2018","65 Jahre und älter",5,"Frauen",2,"Haushaltsführende Personen",8,200,100,400,0.63999621075145,0.26751716143754,1.01247526006536
"2017/2018","65 Jahre und älter",5,"Frauen",2,"Rentner*innen",9,32000,29900,34200,91.5881715760353,90.068207488223,93.1081356638476
"2017/2018","65 Jahre und älter",5,"Frauen",2,"Andere Nichterwerbspersonen",10,200,0,300,0.47652310416063,0.11596081658254,0.83708539173871
"2019/2020","Total",0,"Total",0,"Total",0,358300,353100,363500,100,_,_
"2019/2020","Total",0,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,141600,136700,146500,39.5199842456512,38.3265903138333,40.7133781774692
"2019/2020","Total",0,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,62900,59800,66100,17.570009974661,16.7080317612818,18.4319881880401
"2019/2020","Total",0,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,20600,18700,22400,5.74524184059102,5.22650585323595,6.26397782794608
"2019/2020","Total",0,"Total",0,"Selbstständige",4,28800,26600,30900,8.035443614518,7.43343130378498,8.63745592525103
"2019/2020","Total",0,"Total",0,"Lehrlinge",5,5400,4500,6300,1.50607938924544,1.24495611090417,1.76720266758671
"2019/2020","Total",0,"Total",0,"Erwerbslose",6,11000,9500,12600,3.08218864505417,2.66057201279374,3.5038052773146
"2019/2020","Total",0,"Total",0,"In Ausbildung",7,15100,13200,17000,4.216652918832,3.69464257894449,4.73866325871951
"2019/2020","Total",0,"Total",0,"Haushaltsführende Personen",8,7000,5900,8000,1.9429119001524,1.64560074154879,2.24022305875601
"2019/2020","Total",0,"Total",0,"Rentner*innen",9,59500,55800,63200,16.6205315594878,15.6496558993028,17.5914072196727
"2019/2020","Total",0,"Total",0,"Andere Nichterwerbspersonen",10,6300,5300,7400,1.76095591180688,1.46936292042125,2.05254890319251
"2019/2020","Total",0,"Maenner",1,"Total",0,178000,172800,183300,100,_,_
"2019/2020","Total",0,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,90200,86000,94400,50.6472080356398,48.8817153139161,52.4127007573635
"2019/2020","Total",0,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,20800,18800,22900,11.7077763018195,10.5842731955048,12.8312794081342
"2019/2020","Total",0,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,6400,5200,7600,3.58352128244411,2.92877634316604,4.23826622172218
"2019/2020","Total",0,"Maenner",1,"Selbstständige",4,16800,15000,18600,9.45356534721481,8.47771285755195,10.4294178368776
"2019/2020","Total",0,"Maenner",1,"Lehrlinge",5,3200,2500,4000,1.8246164412309,1.41852771795481,2.230705164507
"2019/2020","Total",0,"Maenner",1,"Erwerbslose",6,5100,4100,6100,2.87089627463131,2.30576760036272,3.4360249488999
"2019/2020","Total",0,"Maenner",1,"In Ausbildung",7,8200,6900,9600,4.61992697800768,3.88025789830084,5.35959605771451
"2019/2020","Total",0,"Maenner",1,"Haushaltsführende Personen",8,500,200,900,0.30586076036921,0.1305994894625,0.48112203127591
"2019/2020","Total",0,"Maenner",1,"Rentner*innen",9,24000,21600,26300,13.4539826471825,12.212764285648,14.695201008717
"2019/2020","Total",0,"Maenner",1,"Andere Nichterwerbspersonen",10,2700,2000,3400,1.53264593145995,1.13302856824908,1.93226329467081
"2019/2020","Total",0,"Frauen",2,"Total",0,180300,175400,185100,100,_,_
"2019/2020","Total",0,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,51400,48300,54500,28.5300963812147,27.0166530022604,30.0435397601689
"2019/2020","Total",0,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,42100,39700,44500,23.3598899946545,22.0629602911821,24.6568196981269
"2019/2020","Total",0,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,14200,12700,15700,7.88028171906065,7.07909696699617,8.68146647112514
"2019/2020","Total",0,"Frauen",2,"Selbstständige",4,12000,10700,13200,6.63482481556112,5.93027308669209,7.33937654443015
"2019/2020","Total",0,"Frauen",2,"Lehrlinge",5,2100,1600,2700,1.19147382832034,0.86202274563399,1.52092491100669
"2019/2020","Total",0,"Frauen",2,"Erwerbslose",6,5900,4800,7100,3.29087317422195,2.66609802702555,3.91564832141834
